tconst,original_title
86320,Sleepaway Camp
86373,The Adventures of Bob & Doug McKenzie: Strange Brew
86383,Sudden Impact
86423,Tender Mercies
86425,Terms of Endearment
86450,To Be or Not to Be
86465,Trading Places
86491,Twilight Zone: The Movie
86525,Valley Girl
86541,Videodrome
86567,WarGames
86617,The Year of Living Dangerously
86619,Yentl
86837,2010: The Year We Make Contact
84745,Swamp Thing
84777,Tenebre
86856,The Adventures of Buckaroo Banzai Across the 8th Dimension
84787,The Thing
86859,Against All Odds
84805,Tootsie
86873,All of Me
84809,The Toy
86879,Amadeus
86927,Bachelor Party
86935,Balkanski spijun
87015,C.H.U.D.
87032,Cannonball Run II
86960,Beverly Hills Cop
86969,Birdy
87050,Children of the Corn
86973,Blame It on Rio
87056,A Christmas Carol
86979,Blood Simple
87075,The Company of Wolves
86984,Body Double
87078,Conan the Destroyer
86993,The Bounty
87089,The Cotton Club
87003,Broadway Danny Rose
87225,The Ewok Adventure
87175,Dreamscape
87182,Dune
87231,The Falcon and the Snowman
87233,Falling in Love
87262,Firestarter
87451,The Ice Pirates
87277,Footloose
87469,Indiana Jones and the Temple of Doom
87298,Friday the 13th: The Final Chapter
87507,Johnny Dangerously
87538,The Karate Kid
87544,Kaze no tani no Naushika
87553,The Killing Fields
87578,Kuai can che
87597,The Last Starfighter
87727,Missing in Action
87747,Moscow on the Hudson
87755,The Muppets Take Manhattan
87781,The Natural
87799,Night of the Comet
87800,A Nightmare on Elm Street
87803,Nineteen Eighty-Four
87843,Once Upon a Time in America
87884,"Paris, Texas"
87892,A Passage to India
87909,Phenomena
87910,The Philadelphia Experiment
87921,Places in the Heart
87928,Police Academy
87957,Purple Rain
87985,Red Dawn
87995,Repo Man
88000,Revenge of the Nerds
88011,Romancing the Stone
88015,Ronja Rövardotter
88024,Runaway
88083,Seksmisja
88128,Sixteen Candles
88161,Splash
88170,Star Trek III: The Search for Spock
88172,Starman
88178,Stop Making Sense
88184,Stranger Than Paradise
88194,Streets of Fire
88247,The Terminator
88258,This Is Spinal Tap
88272,Tightrope
88286,Top Secret!
88323,Die unendliche Geschichte
88414,The Woman in Red
88680,After Hours
88708,American Ninja
88763,Back to the Future
88794,Better Off Dead...
88846,Brazil
88847,The Breakfast Club
88850,Brewster's Millions
88889,Cat's Eye
88930,Clue
88933,Cocoon
88939,The Color Purple
88944,Commando
88979,D.A.R.Y.L.
88993,Day of the Dead
89003,Death Wish 3
89006,Death of a Salesman
89013,Dèmoni
89017,Desperately Seeking Susan
89092,Enemy Mine
89114,Explorers
89118,F/X
89153,Flesh+Blood
89155,Fletch
89175,Fright Night
89208,Girls Just Want to Have Fun
89218,The Goonies
89346,Into the Night
89360,Jagged Edge
89370,The Jewel of the Nile
89374,Ging chaat goo si
89393,Just One of the Guys
89421,King Solomon's Mines
89424,Kiss of the Spider Woman
89457,Ladyhawke
89461,The Last Dragon
89469,Legend
89489,Lifeforce
89530,Mad Max Beyond Thunderdome
89543,The Man with One Red Shoe
89560,Mask
89603,Mishima: A Life in Four Chapters
89606,Mitt liv som hund
89670,National Lampoon's European Vacation
89686,A Nightmare on Elm Street Part 2: Freddy's Revenge
89695,"No Retreat, No Surrender"
89730,Once Bitten
89755,Out of Africa
89767,Pale Rider
89791,Pee-wee's Big Adventure
89822,Police Academy 2: Their First Assignment
89841,Prizzi's Honor
89853,The Purple Rose of Cairo
89869,The Quiet Earth
89880,Rambo: First Blood Part II
89881,Ran
89885,Re-Animator
89886,Real Genius
89893,Red Sonja
89901,Remo Williams: The Adventure Begins
89907,The Return of the Living Dead
89908,Return to Oz
89927,Rocky IV
89941,Runaway Train
89960,Sans toit ni loi
89961,Santa Claus: The Movie
90021,Silver Bullet
90022,Silverado
90056,Spies Like Us
90060,St. Elmo's Fire
90094,The Stuff
90095,Subway
90098,Summer Rental
90103,The Sure Thing
90142,Teen Wolf
90163,Threads
90180,To Live and Die in L.A.
90190,The Toxic Avenger
90264,A View to a Kill
90305,Weird Science
90315,When the Wind Blows
90329,Witness
90350,Year of the Dragon
90357,Young Sherlock Holmes
90555,Crocodile Dundee
90563,37°2 le matin
90583,About Last Night...
90605,Aliens
90655,April Fool's Day
90660,Armed and Dangerous
90670,At Close Range
90685,Back to School
90728,Big Trouble in Little China
90756,Blue Velvet
90830,Children of a Lesser God
90852,Clockwise
90859,Cobra
90863,The Color of Money
90887,Critters
90888,Crossroads
90927,The Delta Force
90966,Down and Out in Beverly Hills
90967,Down by Law
91042,Ferris Bueller's Day Off
91059,Flight of the Navigator
91064,The Fly
91080,Friday the 13th Part VI: Jason Lives
91083,From Beyond
91129,The Golden Child
87332,Ghostbusters
91159,Gung Ho
91167,Hannah and Her Sisters
87363,Gremlins
91187,Heartbreak Ridge
91188,Heartburn
87365,"Greystoke: The Legend of Tarzan, Lord of the Apes"
91203,Highlander
91251,Idi i smotri
91209,The Hitcher
91217,Hoosiers
91223,House
91278,Iron Eagle
91288,Jean de Florette
91306,Jumpin' Jack Flash
91326,The Karate Kid Part II
91341,Kin-dza-dza!
91369,Labyrinth
91431,Lung hing foo dai
91445,Lucas
91396,Legal Eagles
91474,Manhunter
91480,Manon des sources
91419,Little Shop of Horrors
91495,Matador
91605,Der Name der Rose
91499,Maximum Overdrive
91530,The Mission
91630,Night of the Creeps
91538,Mona Lisa
91635,Nine 1/2 Weeks
91541,The Money Pit
91670,Offret
91557,The Mosquito Coast
91578,My Beautiful Laundrette
91680,One Crazy Summer
91738,Peggy Sue Got Married
91763,Platoon
91790,Pretty in Pink
91799,Psycho III
91777,Police Academy 3: Back in Training
91778,Poltergeist II: The Other Side
91828,Raw Deal
91983,Something Wild
91860,River's Edge
91867,A Room with a View
91875,Running Scared
91993,SpaceCamp
91877,Ruthless People
91886,Salvador
92005,Stand by Me
91939,She's Gotta Have It
92007,Star Trek IV: The Voyage Home
91949,Short Circuit
92048,Tampopo
91954,Sid and Nancy
92067,Tenkû no shiro Rapyuta
92076,The Texas Chainsaw Massacre 2
92086,Three Amigos!
92214,Wildcats
92099,Top Gun
92240,The Wraith
92106,The Transformers: The Movie
92263,Ying hung boon sik
92272,Youngblood
92493,Crocodile Dundee II
92546,Amazon Women on the Moon
92563,Angel Heart
92593,Au revoir les enfants
92494,*batteries not included
92603,Babettes gæstebud
92513,Adventures in Babysitting
92605,Baby Boom
92610,Bad Taste
92699,Broadcast News
92618,Barfly
92644,Beverly Hills Cop II
92718,Can't Buy Me Love
92654,The Big Easy
92796,Creepshow 2
92666,Blind Date
92675,Bloodsport
92804,Cry Freedom
92695,The Brave Little Toaster
93058,Full Metal Jacket
92890,Dirty Dancing
92925,Dragnet
93075,The Gate
92948,Eddie Murphy: Raw
92965,Empire of the Sun
93105,"Good Morning, Vietnam"
92974,Ernest Goes to Camp
93137,Hamburger Hill
92991,Evil Dead II
93010,Fatal Attraction
93148,Harry and the Hendersons
93177,Hellraiser
93260,Innerspace
93185,The Hidden
93191,Der Himmel über Berlin
93209,Hope and Glory
93342,Khane-ye doust kodjast?
93220,House II: The Second Story
93223,House of Games
93378,La Bamba
93428,The Living Daylights
93389,The Last Emperor
93407,Less Than Zero
93437,The Lost Boys
93409,Lethal Weapon
93412,La ley del deseo
93493,Mannequin
93507,Masters of the Universe
93603,Nayakan
93512,Maurice
93605,Near Dark
93565,Moonstruck
93624,Night of the Demons
93629,A Nightmare on Elm Street 3: Dream Warriors
93578,Mr. India
93640,No Way Out
93777,Prince of Darkness
93677,Opera
93779,The Princess Bride
93692,Over the Top
93693,Overboard
93793,Project X
93713,Pelle erobreren
93818,Radio Days
93748,"Planes, Trains & Automobiles"
93773,Predator
93822,Raising Arizona
93857,Revenge of the Nerds II: Nerds in Paradise
94006,Some Kind of Wonderful
93870,RoboCop
94008,Someone to Watch Over Me
93886,Roxanne
94012,Spaceballs
93894,The Running Man
94025,Stakeout
93936,The Secret of My Success
94027,Stand and Deliver
94138,Three O'Clock High
94035,The Stepfather
94072,Summer School
94142,Throw Momma from the Train
94137,3 Men and a Baby
94226,The Untouchables
94291,Wall Street
94336,Withnail & I
94332,The Witches of Eastwick
94602,Above the Law
94715,Beaches
94721,Beetle Juice
94737,Big
94739,Big Business
94606,The Accidental Tourist
94746,Biloxi Blues
94747,Bird
94608,The Accused
94761,The Blob
94612,Action Jackson
94793,Brain Damage
94625,Akira
94812,Bull Durham
94631,Alien Nation
94862,Child's Play
94663,Another Woman
95082,Eight Men Out
94889,Cocktail
94890,Cocoon: The Return
94894,Colors
94898,Coming to America
94919,Critters 2
95088,Elvira: Mistress of the Dark
94947,Dangerous Liaisons
95107,Ernest Saves Christmas
94963,The Dead Pool
95159,A Fish Called Wanda
94964,Dead Ringers
95016,Die Hard
95174,Frantic
95031,Dirty Rotten Scoundrels
95179,Friday the 13th Part VII: The New Blood
95188,Funny Farm
95444,Killer Klowns from Outer Space
95243,Gorillas in the Mist: The Story of Dian Fossey
95250,Le grand bleu
95253,The Great Outdoors
95467,Krótki film o milosci
95270,Hairspray
95271,Halloween 4: The Return of Michael Myers
95468,Krótki film o zabijaniu
95294,Hellbound: Hellraiser II
95488,The Lair of the White Worm
95327,Hotaru no haka
95497,The Last Temptation of Christ
95348,I'm Gonna Git You Sucka
95519,License to Drive
95403,Ging chaat goo si juk jaap
95583,Maniac Cop
95593,Married to the Mob
95800,L'ours
95631,Midnight Run
95647,Mississippi Burning
95652,Monkey Shines
95801,Out of Rosenheim
95655,Moonwalker
95863,Phantasm II
95675,"Mujeres al borde de un ataque de ""nervios"""
95687,My Stepmother Is an Alien
95897,The Presidio
95690,Mystic Pizza
95925,Pumpkinhead
95705,The Naked Gun: From the Files of Police Squad!
95936,Qayamat Se Qayamat Tak
95715,Neco z Alenky
95742,A Nightmare on Elm Street 4: The Dream Master
95765,Nuovo Cinema Paradiso
95990,Return of the Living Dead: Part II
95953,Rain Man
96018,Running on Empty
95956,Rambo III
96061,Scrooged
95963,Red Heat
96071,The Serpent and the Rainbow
96163,Spoorloos
96073,The Seventh Sign
96094,She's Having a Baby
96098,Shoot to Kill
96219,Talk Radio
96101,Short Circuit 2
96244,Tequila Sunrise
96256,They Live
96332,The Unbearable Lightness of Being
96257,The Thin Blue Line
96283,Tonari no Totoro
96426,Waxwork
96438,Who Framed Roger Rabbit
96316,Tucker: The Man and His Dream
96446,Willow
96463,Working Girl
96320,Twins
96487,Young Guns
96734,The 'Burbs
96754,The Abyss
96764,The Adventures of Baron Munchausen
96787,All Dogs Go to Heaven
96874,Back to the Future Part II
96794,Always
96895,Batman
96913,Best of the Best
97050,Koneko monogatari
96928,Bill & Ted's Excellent Adventure
96933,Black Rain
96945,Blind Fury
97108,"The Cook, the Thief, His Wife & Her Lover"
96969,Born on the Fourth of July
97027,Casualties of War
97123,Crimes and Misdemeanors
97044,Chances Are
97138,Cyborg
97162,Dead Calm
97216,Do the Right Thing
97165,Dead Poets Society
97223,Dom za vesanje
97179,DeepStar Six
97235,The Dream Team
97202,Dip huet seung hung
97239,Driving Miss Daisy
97428,Ghostbusters II
97240,Drugstore Cowboy
97257,Earth Girls Are Easy
97441,Glory
97289,Erik the Viking
97443,The Gods Must Be Crazy II
97322,The Fabulous Baker Boys
97457,Great Balls of Fire!
97328,Family Business
97351,Field of Dreams
97474,Halloween 5: The Revenge of Michael Myers
97366,Fletch Lives
97481,Harlem Nights
97368,The Fly II
97493,Heathers
97390,Fright Night Part 2
97499,Henry V
97523,"Honey, I Shrunk the Kids"
97637,K-9
97576,Indiana Jones and the Last Crusade
97647,The Karate Kid Part III
97814,Majo no takkyûbin
97659,Kickboxer
97722,Lean on Me
97815,Major League
97733,Lethal Weapon 2
97858,Meet the Feebles
97737,Leviathan
97742,Licence to Kill
97889,Miracle Mile
97757,The Little Mermaid
97937,My Left Foot: The Story of Christy Brown
97758,Little Monsters
97940,Mystery Train
97770,Lock Up
97958,National Lampoon's Christmas Vacation
97778,Look Who's Talking
98141,The Punisher
97965,New York Stories
97967,Next of Kin
97981,A Nightmare on Elm Street: The Dream Child
98206,Road House
98067,Parenthood
98084,Pet Sematary
98097,Pink Cadillac
98213,Roger & Me
98253,Santa Sangre
98320,Shocker
98327,Der siebente Kontinent
98258,Say Anything...
98354,Society
98273,Sea of Love
98360,"Sono otoko, kyôbô ni tsuki"
98282,"See No Evil, Hear No Evil"
98382,Star Trek V: The Final Frontier
98309,She-Devil
98384,Steel Magnolias
98536,Turner & Hooch
98439,Tango & Cash
98546,UHF
98554,Uncle Buck
98471,Three Fugitives
98575,Valmont
98577,Vampire's Kiss
98621,The War of the Roses
98724,"Sex, Lies, and Videotape"
98622,Warlock
98625,We're No Angels
98627,Weekend at Bernie's
98635,When Harry Met Sally...
98645,Who's Harry Crumb?
98663,The Wizard
98966,3 Men and a Little Lady
99052,Arachnophobia
99077,Awakenings
99088,Back to the Future Part III
99141,Bird on a Wire
98987,The Adventures of Ford Fairlane
99160,Blue Steel
99165,The Bonfire of the Vanities
99005,Air America
99180,Bride of Re-Animator
99012,Alice
99044,Another 48 Hrs.
99253,Child's Play 2
99204,Cadillac Man
99422,Dick Tracy
99329,Cry-Baby
99423,Die Hard 2
99426,Dip huet gai tau
99334,Cyrano de Bergerac
99348,Dances with Wolves
99487,Edward Scissorhands
99365,Darkman
99528,The Exorcist III
99371,Days of Thunder
99558,Fei ying gai wak
99385,Death Warrant
99582,Flatliners
99785,Home Alone
99615,The Freshman
99653,Ghost
99797,The Hot Spot
99674,The Godfather: Part III
99800,House Party
99810,The Hunt for Red October
99817,Dark Angel
99819,I Love You to Death
99850,Internal Affairs
99871,Jacob's Ladder
99892,Joe Versus the Volcano
99938,Kindergarten Cop
99939,King of New York
99994,Leatherface: Texas Chainsaw Massacre III
100029,Lionheart
100054,Lord of the Flies
100095,Maine Pyar Kiya
100114,Marked for Death
100133,Memphis Belle
100135,Men at Work
100140,Mermaids
100142,Metropolitan
100150,Miller's Crossing
100157,Misery
100168,Mo' Better Blues
100201,Mr. Destiny
100212,My Blue Heaven
100232,Navy Seals
100234,Nema-ye Nazdik
100240,The NeverEnding Story II: The Next Chapter
100258,Night of the Living Dead
100260,Nightbreed
100263,Nikita
100318,Pacific Heights
100395,Postcards from the Edge
100403,Predator 2
100404,Presumed Innocent
100405,Pretty Woman
100419,Problem Child
100436,Pump Up the Volume
100449,Quick Change
100485,Revenge
99685,Goodfellas
100486,Reversal of Fortune
99699,Green Card
100502,RoboCop 2
99700,Gremlins 2: The New Batch
99703,The Grifters
100507,Rocky V
99726,Hamlet
100514,The Rookie
99739,Hard to Kill
100519,Rosencrantz & Guildenstern Are Dead
99740,Hardware
100530,The Russia House
99762,Henry & June
99763,Henry: Portrait of a Serial Killer
99776,Europa Europa
100740,Tales from the Darkside: The Movie
100594,The Sheltering Sky
100758,Teenage Mutant Ninja Turtles
100802,Total Recall
100685,State of Grace
100814,Tremors
100828,The Two Jakes
100928,White Hunter Black Heart
101258,Ah Fei jing juen
100935,Wild at Heart
100944,The Witches
100994,Young Guns II
100998,Yume
101026,¡Átame!
101272,The Addams Family
101316,L'amant
101318,Les amants du Pont-Neuf
101393,Backdraft
101507,Boyz n the Hood
101410,Barton Fink
101414,Beauty and the Beast
101452,Bill & Ted's Bogus Journey
101453,Billy Bathgate
101516,Bugsy
101540,Cape Fear
101545,Career Opportunities
101669,Dead Again
101587,City Slickers
101698,Defending Your Life
101605,The Commitments
101700,Delicatessen
101635,Curly Sue
101745,Doc Hollywood
101640,Dà hóng denglong gaogao guà
101757,Don't Tell Mom the Babysitter's Dead
101761,The Doors
101649,Thalapathi
101764,Double Impact
101862,Father of the Bride
101765,La double vie de Véronique
101775,Drop Dead Fred
101786,Dutch
101787,Dying Young
101889,The Fisher King
101821,Ernest Scared Stupid
101829,Europa
101912,Frankie and Johnny
101921,Fried Green Tomatoes
101846,F/X2
101969,Grand Canyon
102004,The Hard Way
102057,Hook
102005,Harley Davidson and the Marlboro Man
102059,Hot Shots!
102015,Hearts of Darkness: A Filmmaker's Apocalypse
102070,Hudson Hawk
102250,L.A. Story
102138,JFK
102164,Johnny Stecchino
102266,The Last Boy Scout
102175,Jungle Fever
102216,King Ralph
102293,Lik wong
102303,Life Stinks
102426,Mediterraneo
102316,Little Man Tate
102343,Love Potion No. 9
102492,My Girl
102388,The Man in the Moon
102494,My Own Private Idaho
102603,Oscar
102510,The Naked Gun 2½: The Smell of Fear
102511,Naked Lunch
102517,Necessary Roughness
102614,Out for Justice
102526,New Jack City
102685,Point Break
102536,Night on Earth
102555,Not Without My Daughter
102713,The Prince of Tides
102558,Nothing But Trouble
102744,Quigley Down Under
102587,Omohide poro poro
102592,One False Move
102598,Only the Lonely
102768,Regarding Henry
102782,Return to the Blue Lagoon
102975,Star Trek VI: The Undiscovered Country
102789,Ricochet
102798,Robin Hood: Prince of Thieves
102803,The Rocketeer
103030,Tacones lejanos
102926,The Silence of the Lambs
102943,Slacker
103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
102945,Sleeping with the Enemy
103064,Terminator 2: Judgment Day
102951,Soapdish
103074,Thelma & Louise
102960,Sometimes They Come Back
103112,Toy Soldiers
103241,What About Bob?
103130,Trust
103247,White Fang
103747,The Babe
103285,Wong Fei Hung
103594,1492: Conquest of Paradise
103596,3 Ninjas
103639,Aladdin
103644,Alien³
103919,Candyman
103759,Bad Lieutenant
103924,Captain Ron
103767,Baraka
103939,Chaplin
103950,Sing si lip yan
103772,Basic Instinct
103776,Batman Returns
103956,Child's Play 3
103786,Beethoven
103994,Como agua para chocolate
103793,Benny's Video
103850,Bob Roberts
103855,The Bodyguard
104029,Cronos
103859,Boomerang
104036,The Crying Game
103873,Braindead
104040,The Cutting Edge
103874,Dracula
104070,Death Becomes Her
103893,Buffy the Vampire Slayer
104073,Deep Cover
103905,C'est arrivé près de chez vous
104291,Forever Young
104114,The Distinguished Gentleman
104181,Wuthering Heights
104187,Encino Man
104299,Freejack
104231,Far and Away
104348,Glengarry Glen Ross
104237,Damage
104389,The Hand That Rocks the Cradle
104257,A Few Good Men
104265,Final Analysis
104409,Hellraiser III: Hell on Earth
104412,Hero
104545,Jamón Jamón
104427,Hoffa
