Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,Distributor,Opening,Budget,Date,Runtime,Genres
912,Bad Moms,"$183,936,074","$113,257,297",61.6%,"$70,678,777",38.4%,2016,STXEntertainment,"$23,817,340","$20,000,000","July28,2016(APAC,EMEA)",1hr40min,Comedy
913,Jupiter Ascending,"$183,887,723","$47,387,723",25.8%,"$136,500,000",74.2%,2015,WarnerBros.,"$18,372,372","$176,000,000","February4,2015(EMEA,APAC)",2hr7min,ActionAdventureSci-Fi
914,Knowing,"$183,658,498","$79,957,634",43.5%,"$103,700,864",56.5%,2007,SummitEntertainment,"$24,604,751","$50,000,000","May16,2007(Finland)",2hr1min,ActionDramaSci-FiThriller
915,102 Dalmatians,"$183,611,771","$66,957,026",36.5%,"$116,654,745",63.5%,2000,,$0,$0,,,
916,Stand by Me Doraemon,"$183,442,714",-,-,"$183,442,714",100%,2014,,$0,$0,,,
917,Storks,"$183,388,953","$72,679,278",39.6%,"$110,709,675",60.4%,2016,WarnerBros.,"$21,311,407","$70,000,000","September22,2016(14markets)",1hr27min,AdventureAnimationComedyDramaFamilyFantasy
918,Paul Blart: Mall Cop,"$183,348,429","$146,336,178",79.8%,"$37,012,251",20.2%,2009,SonyPicturesEntertainment(SPE),"$31,832,636","$26,000,000","January16,2009(Domestic)",1hr31min,ActionComedyCrimeFamily
919,Wayne's World,"$183,097,323","$121,697,323",66.5%,"$61,400,000",33.5%,1992,ParamountPictures,"$18,122,710","$20,000,000","February14,1992(Domestic)",1hr34min,ComedyMusic
920,Maverick,"$183,031,272","$101,631,272",55.5%,"$81,400,000",44.5%,1994,,$0,$0,,,
921,Mirror Mirror,"$183,018,522","$64,935,167",35.5%,"$118,083,355",64.5%,2012,RelativityMedia,"$18,132,085","$85,000,000","March15,2012(EMEA,APAC)",1hr46min,AdventureComedyDramaFamilyFantasy
922,The Man in the Iron Mask,"$182,968,902","$56,968,902",31.1%,"$126,000,000",68.9%,1998,,$0,$0,,,
923,Cape Fear,"$182,291,969","$79,091,969",43.4%,"$103,200,000",56.6%,1991,,$0,$0,,,
924,The Haunted Mansion,"$182,290,266","$75,847,266",41.6%,"$106,443,000",58.4%,2003,WaltDisneyStudiosMotionPictures,"$24,278,410","$90,000,000","November26,2003(Domestic)",1hr39min,ComedyFamilyFantasyHorrorMystery
925,The Monkey King Havoc in Heavens Palace,"$182,206,924",-,-,"$182,206,924",100%,2014,,$0,$0,,,
926,While You Were Sleeping,"$182,057,016","$81,057,016",44.5%,"$101,000,000",55.5%,1995,WaltDisneyStudiosMotionPictures,"$9,288,915","$17,000,000","April21,1995(Domestic)",1hr43min,ComedyDramaRomance
927,The Bridges of Madison County,"$182,016,617","$71,516,617",39.3%,"$110,500,000",60.7%,1995,WarnerBros.,"$10,519,257","$24,000,000","June2,1995(Domestic)",2hr15min,DramaRomance
928,From Vegas to Macau III,"$181,732,879",-,-,"$181,732,879",100%,2016,,$0,$0,,,
929,Poseidon,"$181,674,817","$60,674,817",33.4%,"$121,000,000",66.6%,2006,WarnerBros.,"$22,155,410","$160,000,000","May10,2006(APAC)",1hr38min,ActionAdventureThriller
930,The First Wives Club,"$181,489,203","$105,489,203",58.1%,"$76,000,000",41.9%,1996,,$0,$0,,,
931,Impasse,"$181,325,565","$152,972",<0.1%,"$181,172,593",99.9%,2021,,$0,$0,,,
932,Scooby-Doo 2: Monsters Unleashed,"$181,216,833","$84,216,833",46.5%,"$97,000,000",53.5%,2004,,$0,$0,,,
933,Hot Shots!,"$181,096,164","$69,467,617",38.4%,"$111,628,547",61.6%,1991,,$0,$0,,,
934,Road to Perdition,"$181,001,478","$104,454,762",57.7%,"$76,546,716",42.3%,2002,DreamWorksDistribution,"$22,079,481","$80,000,000","July12,2002(Domestic)",1hr57min,CrimeDramaThriller
935,Kill Bill: Vol. 1,"$180,906,076","$70,099,045",38.8%,"$110,807,031",61.2%,2003,Miramax,"$22,200,000","$30,000,000","October9,2003(CzechRepublic)",1hr51min,ActionCrimeDramaThriller
936,The Scorpion King,"$180,630,907","$91,047,077",50.4%,"$89,583,830",49.6%,2002,UniversalPictures,"$36,075,875","$60,000,000","April18,2002(APAC)",1hr32min,ActionAdventureFantasy
937,Sweet Home Alabama,"$180,622,424","$127,223,418",70.4%,"$53,399,006",29.6%,2002,WaltDisneyStudiosMotionPictures,"$35,648,740","$30,000,000","September27,2002(Domestic)",1hr48min,ComedyRomance
938,Daddy's Home 2,"$180,613,824","$104,029,443",57.6%,"$76,584,381",42.4%,2017,ParamountPictures,"$29,651,193","$69,000,000","November9,2017(Netherlands)",1hr40min,Comedy
939,Hacksaw Ridge,"$180,563,636","$67,209,615",37.2%,"$113,354,021",62.8%,2016,Lionsgate,"$15,190,758","$40,000,000","November3,2016(EMEA,APAC)",2hr19min,BiographyDramaHistoryWar
940,Deja Vu,"$180,557,550","$64,038,616",35.5%,"$116,518,934",64.5%,2006,WaltDisneyStudiosMotionPictures,"$20,574,802","$75,000,000","November22,2006(Domestic)",2hr6min,ActionCrimeSci-FiThriller
941,The Post,"$180,419,276","$81,903,458",45.4%,"$98,515,818",54.6%,2017,TwentiethCenturyFox,"$526,011","$50,000,000","December22,2017(Domestic)",1hr56min,Drama
942,Abominable,"$180,289,970","$60,826,390",33.7%,"$119,463,580",66.3%,2019,UniversalPictures,"$20,612,100","$75,000,000","September19,2019(LATAM,APAC)",1hr37min,AdventureAnimationComedyDramaFamilyFantasy
943,Dangerous Minds,"$179,519,401","$84,919,401",47.3%,"$94,600,000",52.7%,1995,,$0,$0,,,
944,The Dictator,"$179,379,533","$59,650,222",33.2%,"$119,729,311",66.8%,2012,ParamountPictures,"$17,435,092","$65,000,000","May16,2012(Domestic,EMEA)",1hr23min,Comedy
945,The League of Extraordinary Gentlemen,"$179,265,204","$66,465,204",37.1%,"$112,800,000",62.9%,2003,TwentiethCenturyFox,"$23,075,892","$78,000,000","July11,2003(Domestic)",1hr50min,ActionAdventureFantasySci-Fi
946,Allegiant,"$179,246,868","$66,184,051",36.9%,"$113,062,817",63.1%,2016,,$0,$0,,,
947,Daredevil,"$179,179,718","$102,543,518",57.2%,"$76,636,200",42.8%,2003,TwentiethCenturyFox,"$40,310,419","$78,000,000","February14,2003(EMEA,Domestic)",1hr43min,ActionCrime
948,City Slickers,"$179,033,791","$124,033,791",69.3%,"$55,000,000",30.7%,1991,,$0,$0,,,
949,He's Just Not That Into You,"$178,866,158","$93,953,653",52.5%,"$84,912,505",47.5%,2009,,$0,$0,,,
950,Eagle Eye,"$178,767,383","$101,440,743",56.7%,"$77,326,640",43.3%,2008,DreamWorks,"$29,150,721","$80,000,000","September25,2008(LATAM,APAC)",1hr58min,ActionMysteryThriller
951,Along Came Polly,"$178,311,729","$88,097,164",49.4%,"$90,214,565",50.6%,2004,UniversalPictures,"$27,721,185","$42,000,000","January16,2004(Domestic)",1hr30min,ComedyRomance
952,Flushed Away,"$178,281,554","$64,665,672",36.3%,"$113,615,882",63.7%,2006,DreamWorks,"$18,814,323","$149,000,000","November2,2006(EMEA,APAC)",1hr25min,ActionAdventureAnimationComedyFamilyRomance
953,Scary Movie 4,"$178,262,620","$90,710,620",50.9%,"$87,552,000",49.1%,2006,,$0,$0,,,
954,Dante's Peak,"$178,127,760","$67,127,760",37.7%,"$111,000,000",62.3%,1997,UniversalPictures,"$18,479,435","$116,000,000","February7,1997(Domestic)",1hr48min,ActionAdventureThriller
955,Brokeback Mountain,"$178,062,759","$83,043,761",46.6%,"$95,018,998",53.4%,2005,FocusFeatures,"$547,425","$14,000,000","December9,2005(Domestic)",2hr14min,DramaRomance
956,Patriot Games,"$178,051,587","$83,351,587",46.8%,"$94,700,000",53.2%,1992,ParamountPictures,"$18,511,191","$45,000,000","June5,1992(Domestic)",1hr57min,ActionThriller
957,Flubber,"$177,977,226","$92,977,226",52.2%,"$85,000,000",47.8%,1997,,$0,$0,,,
958,Baywatch,"$177,856,751","$58,060,186",32.6%,"$119,796,565",67.4%,2017,ParamountPictures,"$18,503,871","$69,000,000","May25,2017(Domestic)",1hr56min,ActionComedyCrime
959,Double Jeopardy,"$177,841,558","$116,741,558",65.6%,"$61,100,000",34.4%,1999,ParamountPictures,"$23,162,542","$70,000,000","September24,1999(Domestic)",1hr45min,CrimeDramaMysteryThriller
960,War Horse,"$177,584,879","$79,884,879",45%,"$97,700,000",55%,2011,WaltDisneyStudiosMotionPictures,"$7,515,402","$66,000,000","December25,2011(Domestic)",2hr26min,ActionAdventureDramaHistoryWar
961,Paranormal Activity 2,"$177,512,032","$84,752,907",47.7%,"$92,759,125",52.3%,2010,ParamountPictures,"$40,678,424","$3,000,000","October20,2010(EMEA)",1hr31min,HorrorMystery
962,How to Lose a Guy in 10 Days,"$177,502,387","$105,813,373",59.6%,"$71,689,014",40.4%,2003,,$0,$0,,,
963,Alien vs. Predator,"$177,427,090","$80,282,231",45.2%,"$97,144,859",54.8%,2004,TwentiethCenturyFox,"$38,291,056","$60,000,000","August12,2004(LATAM,APAC)",1hr41min,ActionAdventureHorrorSci-FiThriller
964,Hero,"$177,395,557","$53,710,019",30.3%,"$123,685,538",69.7%,2002,Miramax,"$17,800,000","$31,000,000","December19,2002(APAC,China)",2hr,ActionAdventureHistory
965,The 40-Year-Old Virgin,"$177,378,645","$109,449,237",61.7%,"$67,929,408",38.3%,2005,UniversalPictures,"$21,422,815","$26,000,000","August19,2005(Domestic)",1hr56min,ComedyRomance
966,Lee Daniels' The Butler,"$177,313,795","$116,632,095",65.8%,"$60,681,700",34.2%,2013,TheWeinsteinCompany,"$24,637,312","$30,000,000","August16,2013(Domestic)",2hr12min,BiographyDrama
967,The Haunting,"$177,311,151","$91,411,151",51.6%,"$85,900,000",48.4%,1999,DreamWorksDistribution,"$33,435,140","$80,000,000","July23,1999(Domestic)",1hr53min,FantasyHorrorMysteryThriller
968,The Descendants,"$177,243,185","$82,584,160",46.6%,"$94,659,025",53.4%,2011,,$0,$0,,,
969,The A-Team,"$177,238,796","$77,222,099",43.6%,"$100,016,697",56.4%,2010,TwentiethCenturyFox,"$25,669,455","$110,000,000","June9,2010(EMEA)",1hr57min,ActionAdventureThriller
970,Tootsie,"$177,200,000","$177,200,000",100%,$0,-,1982,,$0,$0,,,
971,In the Line of Fire,"$176,997,168","$102,314,823",57.8%,"$74,682,345",42.2%,1993,ColumbiaPictures,"$15,269,388","$40,000,000","July9,1993(Domestic)",2hr8min,ActionCrimeDramaThriller
972,Analyze This,"$176,885,658","$106,885,658",60.4%,"$70,000,000",39.6%,1999,WarnerBros.,"$18,383,507","$80,000,000","March5,1999(Domestic)",1hr43min,ComedyCrime
973,The Hitman's Bodyguard,"$176,600,207","$75,468,583",42.7%,"$101,131,624",57.3%,2017,Lionsgate,"$21,384,504","$30,000,000","August16,2017(Indonesia)",1hr58min,ActionComedyCrimeThriller
974,Looper,"$176,506,819","$66,486,205",37.7%,"$110,020,614",62.3%,2012,TriStarPictures,"$20,801,552","$30,000,000","September27,2012(APAC,EMEA)",1hr53min,ActionDramaSci-FiThriller
975,Serial (Bad) Weddings,"$176,404,493",-,-,"$176,404,493",100%,2014,,$0,$0,,,
976,Ip Man 4: The Finale,"$176,345,966","$3,956,031",2.2%,"$172,389,935",97.8%,2019,,$0,$0,,,
977,Dr. Dolittle 2,"$176,104,344","$112,952,899",64.1%,"$63,151,445",35.9%,2001,TwentiethCenturyFox,"$25,037,039","$70,000,000","June22,2001(Domestic)",1hr27min,ComedyFamilyFantasy
978,The Italian Job,"$176,070,171","$106,128,601",60.3%,"$69,941,570",39.7%,2003,ParamountPictures,"$19,457,944","$60,000,000","May30,2003(Domestic)",1hr51min,ActionCrimeThriller
979,The Bucket List,"$175,372,502","$93,466,502",53.3%,"$81,906,000",46.7%,2007,WarnerBros.,"$335,837","$45,000,000","December25,2007(Domestic)",1hr37min,AdventureComedyDrama
980,Sleeping with the Enemy,"$174,999,005","$101,599,005",58.1%,"$73,400,000",41.9%,1991,TwentiethCenturyFox,"$13,777,943","$19,000,000","February8,1991(Domestic)",1hr39min,DramaThriller
981,Cowboys & Aliens,"$174,822,325","$100,240,551",57.3%,"$74,581,774",42.7%,2011,UniversalPictures,"$36,431,290","$163,000,000","July29,2011(Domestic)",1hr59min,ActionSci-FiThrillerWestern
982,The Mule,"$174,804,407","$103,804,407",59.4%,"$71,000,000",40.6%,2018,WarnerBros.,"$17,509,431","$50,000,000","December14,2018(Domestic)",1hr56min,CrimeDramaThriller
983,George of the Jungle,"$174,463,257","$105,263,257",60.3%,"$69,200,000",39.7%,1997,WaltDisneyStudiosMotionPictures,"$16,540,791","$55,000,000","July18,1997(Domestic)",1hr32min,ActionAdventureComedyFamilyRomance
984,Evan Almighty,"$174,440,724","$100,462,298",57.6%,"$73,978,426",42.4%,2007,UniversalPictures,"$31,192,615","$175,000,000","June21,2007(EMEA,APAC)",1hr36min,ComedyFamilyFantasy
985,Amélie,"$174,024,608","$33,225,499",19.1%,"$140,799,109",80.9%,2001,Miramax,"$136,470","$10,000,000","April25,2001(France)",2hr2min,ComedyRomance
986,Identity Thief,"$173,965,010","$134,506,920",77.3%,"$39,458,090",22.7%,2013,UniversalPictures,"$34,551,025","$35,000,000","February7,2013(EMEA)",1hr51min,ComedyCrimeDrama
987,The Nutcracker and the Four Realms,"$173,961,069","$54,858,851",31.5%,"$119,102,218",68.5%,2018,WaltDisneyStudiosMotionPictures,"$20,352,491","$120,000,000","October31,2018(EMEA,APAC)",1hr39min,AdventureFamilyFantasy
988,Big Momma's House,"$173,959,438","$117,559,438",67.6%,"$56,400,000",32.4%,2000,TwentiethCenturyFox,"$25,661,041","$30,000,000","June2,2000(Domestic)",1hr39min,ActionComedyCrime
989,In Time,"$173,930,596","$37,520,095",21.6%,"$136,410,501",78.4%,2011,TwentiethCenturyFox,"$12,050,368","$40,000,000","October26,2011(EMEA,APAC)",1hr49min,ActionSci-FiThriller
990,Operation Mekong,"$173,839,072","$800,012",0.5%,"$173,039,060",99.5%,2016,,$0,$0,,,
991,Anchorman 2: The Legend Continues,"$173,649,931","$127,352,707",73.3%,"$46,297,224",26.7%,2013,ParamountPictures,"$26,232,425","$50,000,000","December18,2013(Domestic,EMEA)",1hr59min,Comedy
992,Creed,"$173,567,581","$109,767,581",63.2%,"$63,800,000",36.8%,2015,WarnerBros.,"$29,632,823","$35,000,000","November25,2015(Domestic)",2hr13min,DramaSport
993,Gemini Man,"$173,469,516","$48,546,770",28%,"$124,922,746",72%,2019,ParamountPictures,"$20,552,372","$138,000,000","October2,2019(EMEA)",1hr57min,ActionDramaSci-FiThriller
994,The Girl on the Train,"$173,185,859","$75,395,035",43.5%,"$97,790,824",56.5%,2016,UniversalPictures,"$24,536,265","$45,000,000","October5,2016(EMEA,APAC)",1hr52min,CrimeDramaMysteryThriller
995,Scream,"$173,046,663","$103,046,663",59.6%,"$70,000,000",40.4%,1996,DimensionFilms,"$6,354,586","$14,000,000","December20,1996(Domestic)",1hr51min,HorrorMystery
996,Cold Mountain,"$173,013,509","$95,636,509",55.3%,"$77,377,000",44.7%,2003,Miramax,"$14,500,000","$79,000,000","December25,2003(Domestic)",2hr34min,AdventureDramaHistoryRomanceWar
997,Black Hawk Down,"$172,989,651","$108,638,745",62.8%,"$64,350,906",37.2%,2001,RevolutionStudios,"$179,823","$92,000,000","December28,2001(Domestic)",2hr24min,DramaHistoryWar
998,The Grand Budapest Hotel,"$172,945,750","$59,301,324",34.3%,"$113,644,426",65.7%,2014,FoxSearchlightPictures,"$811,166","$25,000,000","February26,2014(France)",1hr39min,AdventureComedyCrime
999,The Santa Clause 2,"$172,855,065","$139,236,327",80.6%,"$33,618,738",19.4%,2002,,$0,$0,,,
"1,000",Cloverfield,"$172,394,180","$80,048,433",46.4%,"$92,345,747",53.6%,2008,ParamountPictures,"$40,058,229","$25,000,000","January17,2008(APAC)",1hr25min,ActionHorrorSci-FiThriller
